Date,Open,High,Low,Close,Volume
2015-01-02,0.4831434488296509,0.48674364871788167,0.4754630605502492,0.4831434488296509,113680000
2015-01-05,0.48314356305056416,0.48458364334630866,0.47282306389539447,0.4749831557273865,197952000
2015-01-06,0.47570319351726237,0.4761832107429229,0.46010244770773484,0.4605824649333954,197764000
2015-01-07,0.46394253115654094,0.46802274837404073,0.4579422453797701,0.4593823254108429,321808000
2015-01-08,0.4646625708962842,0.47954330250313937,0.4644225480207081,0.47666314244270325,283780000
2015-01-09,0.4783432819894799,0.48218347662313976,0.47186294996872613,0.47858327627182007,209540000
2015-01-12,0.47978330920374296,0.4800233320855408,0.4682627544982281,0.47258296608924866,190732000
2015-01-13,0.4761831236420032,0.4857835808456472,0.4685027636014119,0.47186291217803955,236720000
2015-01-14,0.46682278416949935,0.47522318592961366,0.4656227267751973,0.47378310561180115,155260000
2015-01-15,0.4771432199988649,0.4800233516396629,0.47018287087101307,0.4704228937625885,188932000
2015-01-16,0.4697028681948501,0.4795433492671842,0.46826278802419846,0.47906333208084106,181512000
2015-01-20,0.4824234489163048,0.48506355757143915,0.47450306572766104,0.4805033802986145,140308000
2015-01-21,0.4778632499993587,0.4884237706087351,0.4745030726461668,0.48722368478775024,144780000
2015-01-22,0.4881837007273445,0.4970641752431493,0.48314347780478456,0.4956240952014923,159712000
2015-01-23,0.4961041114603204,0.49802423736425805,0.4920239225964115,0.4970642030239105,120416000
2015-01-26,0.49490413069725037,0.4973042453918283,0.4917839758719743,0.49490413069725037,133240000
2015-01-27,0.48722374018774495,0.487703786015371,0.4701829144324919,0.47114297747612,357948000
2015-01-28,0.47690324499340064,0.4788233424839378,0.46322256825558844,0.46346259117126465,272728000
2015-01-29,0.4637026766288787,0.4773833266002455,0.4615425559313188,0.47474321722984314,235340000
2015-01-30,0.47138295465991836,0.47690322397253204,0.4601024217412174,0.4608224332332611,298200000
2015-02-02,0.4637025762263871,0.4728230171030515,0.4545821353497227,0.4709029197692871,259604000
2015-02-03,0.4742630228343194,0.4831434685687409,0.4718629085518529,0.48266342282295227,183468000
2015-02-04,0.48122354242751414,0.4893839219579328,0.479783433375635,0.4838636517524719,181516000
2015-02-05,0.484343639637936,0.4920240304914195,0.4838636509741277,0.4917840361595154,140448000
2015-02-06,0.4913039789593631,0.4970643005784624,0.4874637836210482,0.48962390422821045,210524000
2015-02-09,0.48674352622254397,0.49058366217258875,0.48362337284571644,0.48914363980293274,273944000
2015-02-10,0.4896240007670425,0.5030646584896031,0.48746387973397065,0.5028246641159058,226204000
2015-02-11,0.504024540696452,0.504024540696452,0.4961041565283913,0.49946436285972595,320832000
2015-02-12,0.5280258211643886,0.5400263963042768,0.524905665905692,0.5352261662483215,676904000
2015-02-13,0.5340259947124262,0.5361861150591006,0.5258656163670962,0.5354660749435425,310084000
2015-02-17,0.5345062793631804,0.5397865568289031,0.5311461288046626,0.5371463894844055,203340000
2015-02-18,0.5364262326630642,0.5373863245199995,0.5299459273566812,0.5309059619903564,170948000
2015-02-19,0.5376259852281335,0.5385860192660228,0.5299455984785707,0.532345712184906,169432000
2015-02-20,0.5318657974625058,0.5364259740800548,0.5280256035557022,0.5361859798431396,157752000
2015-02-23,0.5359459635610622,0.5359459635610622,0.5292256101947772,0.5318657755851746,125008000
2015-02-24,0.5339139128956114,0.5375279188156128,0.529095200039884,0.5375279188156128,149356000
2015-02-25,0.5353594091381523,0.5377688226870979,0.5310225911259279,0.5334319472312927,123820000
2015-02-26,0.5339139267828251,0.5380098270723699,0.530540781741209,0.5348776578903198,152864000
2015-02-27,0.5334319140153859,0.5346366207148436,0.5295769329981292,0.5315044522285461,157492000
2015-03-02,0.5300589926586095,0.5474063839305794,0.5293361799019778,0.5445151329040527,301512000
2015-03-03,0.540419053627912,0.5430693278972043,0.5327090917345101,0.5343956351280212,160344000
2015-03-04,0.5324682207561553,0.5416237510561116,0.5302997830100152,0.5404191017150879,226840000
2015-03-05,0.5404191639778276,0.5517431333285805,0.538973538647181,0.550779402256012,323056000
2015-03-06,0.5476471622054534,0.5502974366724047,0.5428284500235891,0.5433103442192078,257392000
2015-03-09,0.5435512862927496,0.5488518929013261,0.542346579472971,0.5447559356689453,222388000
2015-03-10,0.547165337918998,0.5577665520284392,0.5462016068482092,0.5541524887084961,527212000
2015-03-11,0.5541523193237181,0.5613803863106518,0.5498155021089859,0.5512611269950867,262120000
2015-03-12,0.545960668325404,0.5500565683080336,0.5358413488459991,0.5462015867233276,406972000
